1,Uzņēmuma SIA EDS finansiālās darbības analīze un pilnveides iespējas.,"bakalaura darba tēma: uzņēmuma sia “eds” finansiālās darbības analīze un pilnveides iespējas.  sia “eds” ir viens no uzņēmumiem, kurš veic gan iekšējos, gan ārējos elektromontāžas darbus spriegumam līdz 20kv. uzņēmums sia “eds” ir dibināts 2007.gadā 16. februārī ar mērķi veikt elektropārvades līniju izbūvi, iekšējo un ārējo tīklu projektēšanu, izbūvi, rekonstrukciju un modernizāciju, kā arī energobūvniecības darbu pasūtījumu izpildi. sia ""eds"" ir licencēts uzņēmums elektroierīču montāžas, pārbaudes, ieregulēšanas un mērīšanas darbu veikšanai elektroierīcēs ar darba spriegumu līdz 1000 v.  bakalaura darbs sastāv no trim nodaļām. pirmajā nodaļā autors teorētiski apraksta uzņēmējdarbības formas, uzņēmuma iekšējo un ārējo vidi, kā arī uzņēmuma finanšu analīzi. otrajā nodaļā autors raksturo uzņēmumu sia “eds”. trešajā nodaļā autors analizē uzņēmuma sia “eds” finanšu koeficientus, izmantojot uzņēmuma bilances un peļņas vai zaudējumu aprēķinus par 2014. līdz 2018.gadiem.  bakalaura darbs sastāv no: ievada, teorētiskās un praktiskās daļas, secinājumiem, priekšlikumiem, kā arī no izmantotās literatūras saraksta. bakalaura darbā ir izmantotas latviešu un ārzemju literatūras un avoti.  bakalaura darbā ir:  60 lpp., 15 tabulas, 17 attēli, 8 formulas un 77 izmantotie literatūras avoti ","analīze,uzņēmums,finanšu,forma,rādītāji,koeficienti",0
2,SIA “Bee Bite ” produktu izplatīšanas nodrošināšanas iespējas Latvijas tirgū.,"sia “bee bite” ir latvijā inovatīvs uzņēmums, kurš piedāvā iegādāties veselībai nepieciešamo bišu maizi košļājamo pastilu veidā. lai uzņēmums savu produkciju izplatītu latvijas tirgū, tam ir jāveic dažādas mārketinga aktivitātes, jo liela daļa cilvēku nezina par sia “bee bite”  produkciju.  bakalaura darba tēma: sia “bee bite ” produktu izplatīšanas nodrošināšanas iespējas latvijas tirgū bakalaura darbā ir trīs daļas. pirmajā daļā autore teorētiski aprakstīja produktu klasifikāciju un to izplatīšanas veidus, izmantojot latviešu un ārzemju autoru darbus. otrajā daļā autore raksturoja biškopības nozari un uzņēmumu sia “bee bite”. trešajā daļā autore veica pētījumu par sia “bee bite” produktu atpazīstamību un to izplatīšanu latvijas tirgū, izstrādājot un aicinot latvijas iedzīvotājus piedalīties pētījumā, aizpildot aptaujas anketu no 20 slēgtajiem jautājumiem. bakalaura darbs sastāv no: 61 lpp., 37 attēliem, 1 tabulas, 64 izmantotiem literatūras avotiem un 3 pielikumiem. ","biškopība,bišumaize,pastila,sia“beebite”,produkts",0
3,Biznesa procesu pārvaldības pilnveidošana uzņēmumā SIA “Summus”.,"darba autors: mareks gibarts bakalaura darba tēma: biznesa procesu pārvaldības pilnveidošana uzņēmumā sia “summus” studiju programma: profesionālā bakalaura studiju programma “komercdarbība un uzņēmuma vadība”. darba zinātniskais vadītājs: mg. psych., lektore ruta karloviča darba mērķis: pamatojoties uz pieejamajiem teorētiskajiem avotiem, nozares literatūru un sia “summus” faktoloģiskajiem datiem, identificēt nozīmīgākās biznesa pārvaldības problēmas uzņēmumā un izstrādāt priekšlikumus to pilnveidošanai. darba uzdevumi: 1.analizēt zinātnisko un speciālo nozares literatūru un dažādus citus avotus par biznesa procesa vadīšanas svarīgākajiem kritērijiem. 2.analizēt un pētīt atsevišķu latvijas uzņēmumu pieredzi biznesa procesu pārvaldībā. 3.veikt sia “summus” darbības analīzi, lai noskaidrotu biznesa procesu pārvaldības veiksmes un neveiksmes faktorus. 4.analizēt un izvērtēt lean sistēmas ieviešanu sia “summus” biznesa procesu pārvaldībā. 5.apkopot pētījuma secinājumus un izstrādāt priekšlikumus sia “summus” biznesa procesu pārvaldības pilnveidošanai. darbs sastāv no: ievada, 6 nodaļām un 25 apakšnodaļām, kurās ietverti 13 attēli un  10 tabulas, secinājumu un priekšlikumu daļas. pētījums balstās uz 29 avotu analīzes. tā pirmajā nodaļā: ir analizēts profesionālās kompetences jēdziens – viens no kvalitatīva biznesa procesu vadīšanas svarīgākajiem kritērijiem. analizēta vadības teorija un veikta vadītāja kompetenču analīze.  otrajā nodaļā: aprakstīti biznesa rīki un to izmantošana biznesa procesu vadīšanā. trešajā nodaļā: analizēta krājuma pārvaldība, jo to efektīva pārvaldība ļauj samazināt uzglabāšanas izmaksas un izbrīvēt daļu no kapitāla, ko var izmantot citu aktīvu veidošanai, kas nozīmīga biznesa procesu pārvaldības pilnveidošanai. ceturtajā nodaļā: veikta uzņēmuma sia „summus” darbības analīze, noteikti konkurētspējas kritēriji, uzņēmuma kvantitatīvie rādītāji, kā arī analizēta iekšējā un ārējā vide. piektajā nodaļā: analizēta lean sistēmas ieviešana uzņēmuma biznesa procesa pārvaldības pilnveidošanai. sestajā nodaļā: analizēta krājumu pārvaldības rīku ieviešana uzņēmuma biznesa procesu pārvaldībai. rezultātā: pētījums ir nozīmīgs uzņēmumam sia „summus”, lai noskaidrotu biznesa procesu pārvaldības veiksmes un neveiksmes faktorus, analizētu un izvērtētu lean sistēmas ieviešanu sia “summus” biznesa procesu pārvaldības pilnveidošanai. darba apjoms: 67 lpp. darba izstrādei izmantoti: vadības teoriju zinātniskā un ekonomiskā literatūra, lr centrālās statistikas pārvaldes dati, lursoft datubāze, uzņēmuma gada pārskati, interneta resursi, nepublicētie uzņēmuma materiāli. ","uzņēmums,vadīšana,biznesaprocess,biznesarīki,krājumupārvaldība,sistēmasieviešana,procesupilnveidošana.",0
4,SIA “Pindstrup Latvia” finansiālās darbības analīze un pilnveides iespējas.,"finanšu analīze ir dažādu rādītāju kopums, kas sniedz priekšstatu par uzņēmuma finansiālo stāvokli, kas interesē gan uzņēmuma īpašniekus, vadītājus, gan arī sadarbības partnerus un potenciālos investorus.   darba mērķis ir raksturot uzņēmuma sia “pindstrup latvia” finanšu analīzes teorētiskos aspektus un novērtēt uzņēmuma rentabilitāti un ilgtspējību.  autore veic uzņēmuma sia “pindstrup latvia” finanšu rādītāju aprēķinus un analīzi. darba noslēgumā autore izveido priekšlikumus uzņēmuma darbības uzlabošanai.    darba rezultāti : uzņēmums ir rentabls ar stabilu finansiālo situāciju, tomēr veicot aprēķinus, autore secina, ka uzņēmums ir mazlikvīds lielo krājumu dēļ, kā arī uzņēmumam ir maz brīvo naudas līdzekļu, tāpēc būtu jāsamazina debitoru parādi, lai nerastos situācijas, kad uzņēmums nespēj segt savas īstermiņa saistības.  diplomdarbs sastāv no 69 lapām, 43 attēliem, 3 tabulām, 2 pielikumiem.  ","rentabilitāte,likviditāte,aprite,maksātspēja",0
5,Uzņēmuma SIA “Filigran” darbības paplašināšanās iespējas Kurzemē.,"Bakalaura darba autore: Katrīne Megne Bakalaura darba tēma: Uzņēmuma SIA “Filigran” darbības paplašināšanās iespējas Kurzemē Studiju programma: Profesionālā bakalaura studiju programma “Komercdarbība un uzņēmuma vadība”. Bakalaura zinātniskais vadītājs: Dr. sc. admin. docente Antra Līne Bakalaura darbā tiek analizēts: Uzņēmuma darbība, klienti un iespējamās tirdzniecības vietas Kurzemē. Bakalaura darba mērķis: izstrādāt stratēģiju turpmākās uzņēmuma darbības paplašināšanās iespējām Kurzemē. Bakalaura darba uzdevumi: 1. Analizēt zinātnisko literatūru un informācijas avotus par uzņēmuma veidiem, to vadīšanas aspektiem., iekšējo un ārējo vidi, finanšu rādītājiem. 2. Analizēt uzņēmuma darbību, tā strukturālo uzbūvi, iekšējo, ārējo vidi, finanšu rādītājus. 3. Veikt SIA “Filigran” darbības analīzi un noskaidrot tās paplašināšanās iespējas Bakalaura darbs sastāv no: 3 nodaļām Tā pirmajā nodaļā: Pamatojoties uz teorētiskiem avotiem, tiek analizēti uzņēmuma darbības vides ietekmējošie faktori un raksturotas to izpētes izmantojamās metodes. Otrajā nodaļā: Tiek raksturota SIA”Filigran” juridiskā forma un darbības veidi, pamatdarbības virzieni, raksturota ārējās un iekšējās vides efektivitāte uzņēmumā, tiek izstrādāta SVID analīze un izveidota klientu aptauja, un tiek analizēta uzņēmuma finanšu rādītāji. Trešajā nodaļā: Tiek izvērtēta uzņēmuma SIA”Filigran” darbības paplašināšanās iespējas Kurzemē. Bakalaura darba rezultātā: Ir izvērtētas un atrastas uzņēmuma perspektīvās tirdzniecības vietas. Bakalaura darba apjoms ir 76 lappuses(bez pielikumiem). Bakalaura darbā izmantoti: uzņēmējdarbības, ekonomikas, stratēģijas ,grāmatvedības, attīstības, biznesa vadības un finanšu teorijas, Latvijas valsts ceļu datu bāze, informācija no elektroniskiem informācijas avotiem un SIA “Filigran” finanšu dokumentiem. Bakalaura darba atslēgas vārdi: mazs uzņēmums, finanšu pārskats, tirdzniecība, darbības paplašināšanas.",,0
6,"Uzņēmuma SIA ""Zivtiņa"" kredītspējas analīze un tās noteikšana","Darba temats ir uzņēmuma “SIA “Zivtiņa” kredītspēja analīze un tās noteikšana”. Darba mērķis balstoties uz kredītspējas teorētiskiem aspektiem novērtēt SIA “Zivtiņa” tekošo kredītspēju, nākotnes kredītriskus, ka arī izstrādāt priekšlikumus uzņēmuma SIA “Zivtiņa”  kredītspējas uzlabošanai. Darbs sastāv no 3 nodaļām. Darba 1. nodaļā autors ir izskatījis teorētisko informāciju, lai gūt priekšstatu par kredītspējas būtību un to uzlabošanas iespējam. Darba 2.nodaļā autors izskata uzņēmumu  SIA “Zivtiņa”, lai noteikt pētāmo objektu un gūt priekšstatu par uzņēmuma tēlu. Darba 3.nodaļā  praktiski pielieto teorētisku informāciju par kredītspējas noteikšanu, lai  noteikt uzņēmuma kredītspēju un  izstrādāt priekšlikumus kredītspējas uzlabošanai. Autors darba gaitā ir izpētījis vairāku speciālistu teorētisku materiālus, ar ko palīdzību ir novērtējis uzņēmuma SIA “Zivtiņa” kredītspēju un ir konstatējis nepilnības, ka arī ir apkopojis secinājumus un izstrādājis priekšlikumus, lai novērstu nepilnības un trūkumus.",,0
7,Uzņēmumu ienākuma nodokļa aprēķināšanas kārtība pēc “nodokļu reformas” ieviešanas Latvijā un tās salīdzināšana ar ES dalībvalstīm,"Latvijā 2018.gada 1.janvārī ieviesta „nodokļu reforma”, kur viens no izmaiņu objektiem ir uzņēmumu ienākuma nodoklis (UIN). Šīs ir jauni ieviestas izmaiņas un nodokļu maksātājiem ir neskaidrības par nodokļa aprēķināšanu un tā ietekmi uz turpmāko darbību. Darba mērķis ir, izpētot galvenās atšķirības UIN aprēķināšanas kārtībā LR pēc „nodokļu reformas” ieviešanas, salīdzināt to ar citu ES dalībvalstu UIN sistēmu un noskaidrot ietekmi uz ekonomiskajiem rādītājiem. Pētījuma rezultātā noskaidrots, ka Latvijas jaunais UIN aprēķina režīms mazina uzņēmumu nodokļu slogu un veicina finansiālo rādītāju uzlabošanos. Salīdzinot ar citu ES dalībvalstu UIN režīmiem, Latvijas jaunais modelis ir konkurētspējīgs un dažās jomās pārspēj Igaunijas režīmu. Latvijas modeli varētu papildināt par atvieglojumu piemērošanu sociālā statusa personu nodarbināšanu.",,0
8,Atkritumu apsaimniekošanas un pārstrādes nozares vērtējums Latvijā,"Aizvien pieaugošais atkritumu apjoms rada virkni problēmu visā pasaulē. Lai samazinātu apglabāto atkritumu apjomu, ES dalībvalstis pāriet uz aprites ekonomiku. ES visām dalībvalstīm ir noteikusi mērķus par pārstrādāto sadzīves atkritumu īpatsvaru un poligonos apglabāto atkritumu apjomu, kas tuvāko 15 gadu laikā ir jāsasniedz. Darba mērķis ir analizēt un novērtēt atkritumu apsaimniekošanas un pārstrādes nozares attīstības tendences Latvijā un izstrādāt rekomendācijas ES uzstādīto mērķu sasniegšanai. Iegūtie rezultāti liecina, ka ar līdzšinējām tendencēm Latvija nespēs sasniegt ES noteiktos mērķus. Pārāk maz sadzīves atkritumu tiek nodoti otrreizējai pārstrādei, jo sabiedrībā ir dažādi šķēršļi, kas kavē atkritumu šķirošanu un iedzīvotājiem trūkst motivācijas.",,0
9,Pievienotās vērtības nodokļa apgrieztās maksāšanas kārtības pielietojuma analīze,"diplomdarba “pievienotās vērtības nodokļa apgrieztās maksāšanas kārtības pielietojuma analīze” aktualitāte – izvairīšanās no pvn rada ievērojamus zaudējumus valstij, viens no risinājumiem ir pvn apgrieztās maksāšanas kārtības ieviešana nozarēs, kur pastāv liels pvn krāpšanās risks. darba mērķis - izpētot pvn apgrieztās maksāšanas kārtības būtību, normatīvo regulējumu, un veicot lr „pievienotās vērtības nodokļa likuma” 141. panta līdz 143.5 panta prasību piemērošanas analīzi, atklāt praksē novērotās kārtības piemērošanas trūkumus un nepilnības, izstrādāt priekšlikumus atbildīgajām institūcijām par pvn apgrieztās maksāšanas kārtības pilnveidošanu. secināts, ka pvn apgrieztās maksāšanas kārtība sekmē pvn krāpšanās izskaušanu, taču praksē ir novērotas tās nepilnības. ","pvnapgrieztāmaksāšanaskārtība,pvn,nodoklis,normatīvieakti.",0
10,Latvijas mazo alus darītavu perspektīvās attīstības iespēju novērtējums,"alus darīšanai latvijā ir sena un bagāta vēsture. tai ir svarīga loma arī mūsdienās veidojot alus kultūru, radot izsmalcinātas un bagātīgas alus garšas, kā arī esot viesmīlīgiem un uzņemot tuvus un tālus ciemiņus, pastāstot viņiem par mūsu tautas alus tradīcijām. diplomdarba mērķis ir, pamatojoties uz latvijas likumdošanas normatīvajiem aktiem un statistikas datu analīzi, identificēt nozīmīgākās mazo alus darītavu problēmas un izstrādāt priekšlikumus nozares pilnveidošanai un attīstībai. darba ietvaros autore izpētīja uzņēmējdarbības teorētiskos aspektus, alus nozares likumdošanu, attīstības tendences un konstatēja esošo situāciju nozarē, pētīja alus lietotāju paradumus pasaulē un latvijā, kā arī identificēja nozīmīgākās problēmas un izstrādāja priekšlikumus, lai veicinātu nozares izaugsmi un attīstību. ","alus,patstāvīgāmazāalusdarītava,lielāalusdarītava,akcīzesnodoklis.",0
